dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
904,"01:07:27,175 --> 01:07:30,195
","It was... never enough.

",0.296674,0.255582,0.291283,0.158175,0.091003,0.211603,0.23622,0.58919,0.168283,0.348116,0.0,0.0,0.898327
905,"01:07:38,614 --> 01:07:41,447
","Maybe the gods found you for a reason.

",0.066536,0.640693,0.19665,0.092236,0.106746,0.904528,0.516395,0.706054,0.359608,0.913525,0.920855,0.88939,0.0
906,"01:07:41,916 --> 01:07:45,003
","Maybe the ocean brought you to them.

",0.138142,0.595657,0.200658,0.057307,0.100488,0.799963,0.888935,0.981705,0.702261,0.908601,0.0,0.91961,0.0
907,"01:07:45,305 --> 01:07:49,051
","Because it's someone who
is worthy of being saved.

",0.313875,0.351778,0.076766,0.175232,0.170224,0.878381,0.040491,0.507637,0.222956,0.007651,0.912808,0.983475,0.0
908,"01:07:50,670 --> 01:07:53,882
","But the gods aren't the one
who made you Maui.

",0.293035,0.410267,0.164291,0.114532,0.062738,0.688969,0.339989,0.494513,0.416507,0.758106,0.0,0.0,0.0
909,"01:07:54,980 --> 01:07:56,249
","You are.

",0.109342,0.554142,0.21549,0.081353,0.090505,0.40991,0.277533,0.599896,0.549427,0.353064,0.0,0.0,0.0
910,"01:08:05,662 --> 01:08:10,400
","Okay... Okay... Hey...
I love you too, buddy.

",0.389887,0.575064,0.029713,0.05613,0.006786,0.214159,0.192767,0.676755,0.544735,0.594731,0.0,0.0,0.0
911,"01:08:24,707 --> 01:08:28,144
","<i>Do you remember when we did all that?</i>

",0.284777,0.560213,0.168642,0.023704,0.05747,0.107925,0.725978,0.785963,0.166588,0.752381,0.687768,0.0,0.849827
912,"01:08:28,199 --> 01:08:31,429
","<i>The sway, the energy
expressed in the dance.</i>

",0.06134,0.586156,0.081429,0.263701,0.063606,0.345113,0.118243,0.440334,0.313182,0.10531,0.891222,0.0,0.0
913,"01:08:31,882 --> 01:08:35,342
","<i>Come on, let's go
Give me your hand</i>

",0.193431,0.398842,0.291995,0.132238,0.068177,0.182332,0.393223,0.817751,0.603685,0.385244,0.0,0.0,0.0
914,"01:08:35,350 --> 01:08:38,715
","<i>Come on, let's go
Come let's dance</i>

",0.132781,0.663719,0.193619,0.052305,0.031417,0.03852,0.15194,0.634281,0.49431,0.427109,0.405753,0.0,0.0
915,"01:08:38,739 --> 01:08:42,287
","<i>Come on, let's go
Give me your hand</i>

",0.193431,0.398842,0.291995,0.132238,0.068177,0.182332,0.393223,0.817751,0.603685,0.385244,0.0,0.0,0.0
916,"01:08:42,310 --> 01:08:45,580
","<i>Come on, let's go
You are the only one that I wish for</i>

",0.48697,0.296531,0.137729,0.12157,0.026445,0.099123,0.656521,0.821547,0.240361,0.740708,0.529208,0.0,0.0
917,"01:08:45,596 --> 01:08:49,215
","<i>Round and round spinning round
Hey, my head's getting dizzy</i>

",0.34452,0.137172,0.163,0.394989,0.037809,0.363088,0.153876,0.59664,0.692118,0.021949,0.0,0.0,0.0
918,"01:08:49,239 --> 01:08:52,627
","<i>Round and round spinning round
Do it again it'll soon clear</i>

",0.271044,0.261599,0.329994,0.187097,0.033884,0.100592,0.267598,0.61822,0.188925,0.130461,0.908592,0.0,0.0
919,"01:08:52,660 --> 01:08:55,763
","<i>Smile my way
My way</i>

",0.11695,0.778156,0.032126,0.075633,0.040597,0.012603,0.149723,0.651665,0.334533,0.130464,0.523981,0.0,0.0
920,"01:08:55,787 --> 01:08:57,675
","<i>Keep on dancing
Keep on dancing</i>

",0.154479,0.735985,0.053545,0.070636,0.018427,0.053236,0.114766,0.558531,0.456898,0.08676,0.0,0.0,0.0
921,"01:08:57,700 --> 01:08:59,463
","<i>Listen to the pate
Aue</i>

",0.39794,0.416751,0.153611,0.049581,0.058408,0.336372,0.027132,0.516529,0.067875,0.067547,0.0,0.0,0.0
922,"01:08:59,493 --> 01:09:02,525
","<i>Smile my way
My way</i>

",0.11695,0.778156,0.032126,0.075633,0.040597,0.012603,0.149723,0.651665,0.334533,0.130464,0.523981,0.0,0.0
923,"01:09:02,556 --> 01:09:04,643
","<i>Keep on dancing
Keep on dancing</i>

",0.154479,0.735985,0.053545,0.070636,0.018427,0.053236,0.114766,0.558531,0.456898,0.08676,0.0,0.0,0.0
924,"01:09:04,667 --> 01:09:06,659
","<i>Listen to the pate
Aue</i>

",0.39794,0.416751,0.153611,0.049581,0.058408,0.336372,0.027132,0.516529,0.067875,0.067547,0.0,0.0,0.0
925,"01:09:13,838 --> 01:09:16,632
","<i>Listen to pate
Listen to pate</i>

",0.313179,0.52772,0.142524,0.038682,0.038184,0.261495,0.107032,0.623449,0.398009,0.121988,0.0,0.0,0.0
926,"01:09:17,306 --> 01:09:20,552
","<i>Keep on dancing
Listen to pate</i>

",0.199457,0.699355,0.07019,0.047214,0.01968,0.102197,0.047483,0.567162,0.362316,0.048384,0.0,0.0,0.0
927,"01:09:42,049 --> 01:09:44,798
","Next stop... Te Fiti.

",0.224791,0.355314,0.284291,0.114223,0.075375,0.03262,0.313826,0.542715,0.542869,0.095201,0.0,0.0,0.0
928,"01:09:48,384 --> 01:09:50,942
","<i>Smile my way
My way</i>

",0.11695,0.778156,0.032126,0.075633,0.040597,0.012603,0.149723,0.651665,0.334533,0.130464,0.0,0.0,0.0
929,"01:09:50,963 --> 01:09:53,400
","<i>Keep on dancing
Keep on dancing</i>

",0.154479,0.735985,0.053545,0.070636,0.018427,0.053236,0.114766,0.558531,0.456898,0.08676,0.0,0.0,0.0
930,"01:09:53,416 --> 01:09:55,167
","<i>Listen to the pate
Aue</i>

",0.39794,0.416751,0.153611,0.049581,0.058408,0.336372,0.027132,0.516529,0.067875,0.067547,0.0,0.0,0.0
931,"01:09:55,329 --> 01:09:58,087
","<i>Smile my way
My way</i>

",0.11695,0.778156,0.032126,0.075633,0.040597,0.012603,0.149723,0.651665,0.334533,0.130464,0.0,0.0,0.0
932,"01:09:58,122 --> 01:10:00,559
","<i>Keep on dancing
Keep on dancing</i>

",0.154479,0.735985,0.053545,0.070636,0.018427,0.053236,0.114766,0.558531,0.456898,0.08676,0.0,0.0,0.0
933,"01:10:00,582 --> 01:10:01,876
","<i>Listen to the pate
Aue</i>

",0.39794,0.416751,0.153611,0.049581,0.058408,0.336372,0.027132,0.516529,0.067875,0.067547,0.0,0.0,0.0
934,"01:10:31,536 --> 01:10:33,877
","- What?
- I figure it out.

",0.386818,0.059571,0.251782,0.267076,0.119237,0.608846,0.210237,0.607859,0.045131,0.165973,0.0,0.978371,0.0
935,"01:10:35,512 --> 01:10:39,215
","You know the ocean used to love
when i pulled up islands.

",0.563583,0.223573,0.156756,0.058938,0.047814,0.371292,0.425342,0.829542,0.789651,0.760859,0.802429,0.0,0.0
936,"01:10:39,409 --> 01:10:42,654
","'Cause your ancestors would say
resease... find them.

",0.360367,0.371629,0.116958,0.11002,0.128416,0.702881,0.309804,0.765667,0.566452,0.670083,0.98445,0.0,0.0
937,"01:10:43,710 --> 01:10:46,813
","All those new lands, new villages...

",0.404159,0.468584,0.119962,0.027925,0.021474,0.522974,0.258931,0.549657,0.53254,0.290349,0.0,0.0,0.942582
938,"01:10:47,195 --> 01:10:50,059
","...It was the water
that connected them all.

",0.135528,0.510134,0.251308,0.065889,0.13926,0.948484,0.656611,0.567137,0.499929,0.973793,0.0,0.0,0.986725
939,"01:10:50,084 --> 01:10:53,797
","In the bioworthy ocean,
i think i'd be looking for uhh...

",0.226465,0.425884,0.197923,0.137189,0.111145,0.699101,0.00274,0.739118,0.668867,0.16318,0.829888,0.0,0.0
940,"01:10:53,830 --> 01:10:56,536
","...Curly haired, non-princess...

",0.329745,0.581203,0.037909,0.035944,0.063508,0.344271,0.274432,0.599523,0.543775,0.286308,0.0,0.0,0.0
941,"01:10:56,624 --> 01:10:58,157
","...To start that again.

",0.216456,0.409111,0.055918,0.060248,0.341942,0.02473,0.431664,0.553735,0.215043,0.600065,0.0,0.0,0.0
942,"01:10:58,687 --> 01:11:03,594
","That is literary nicest thing
you've ever said to me.

",0.145023,0.306262,0.189016,0.29412,0.126733,0.517667,0.115046,0.708731,0.661586,0.107797,0.0,0.0,0.932568
943,"01:11:03,989 --> 01:11:06,369
","Probably you should've said
that to Te Fiti.

",0.327898,0.081279,0.283166,0.137352,0.259308,0.080141,0.29618,0.840199,0.566149,0.815325,0.908592,0.987926,0.0
944,"01:11:07,767 --> 01:11:08,767
","I did.

",0.190796,0.606085,0.064194,0.169927,0.044947,0.136594,0.27511,0.597842,0.443505,0.350073,0.0,0.0,0.0
945,"01:11:11,818 --> 01:11:19,429
","Moana of Matunui, i believe you have
officially delivered Maui across the great sea.

",0.216067,0.633748,0.102226,0.071067,0.028934,0.458948,0.712643,0.728713,0.50897,0.460587,0.0,0.952443,0.0
946,"01:11:20,893 --> 01:11:23,671
","Moana! Moana! Moana!

",0.142267,0.653655,0.081782,0.147394,0.065039,0.029359,0.06673,0.497679,0.199943,1.2e-05,0.0,0.0,0.0
947,"01:11:23,711 --> 01:11:25,579
","She's so amazing!

",0.111246,0.840312,0.028058,0.027953,0.028387,0.146158,0.273798,0.606195,0.557203,0.154698,0.842108,0.0,0.942582
948,"01:11:27,354 --> 01:11:28,354
","It's time.

",0.278524,0.542425,0.105215,0.116216,0.062861,0.112998,0.287165,0.58658,0.48741,0.467172,0.0,0.0,0.0
949,"01:11:46,654 --> 01:11:48,241
","Go save the world!

",0.154048,0.54758,0.010859,0.180113,0.158742,0.02279,0.318914,0.541284,0.291708,0.697365,0.920855,0.0,0.0
950,"01:12:11,655 --> 01:12:12,655
","Maui!

",0.0,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.29101,0.0,0.0,0.0
951,"01:12:47,629 --> 01:12:50,519
","- What you... What are you doing?
- Finding your better way in.

",0.129766,0.720554,0.088447,0.055463,0.077718,0.158118,0.538917,0.795996,0.854319,0.747977,0.8686,0.0,0.0
952,"01:12:52,264 --> 01:12:54,185
","- We won't make it!
- Yes we will!

",0.243016,0.45601,0.269604,0.071595,0.018271,0.040707,0.224001,0.660795,0.226625,0.526417,0.0,0.0,0.0
953,"01:12:54,248 --> 01:12:55,470
","- Turn around!
- No!

",0.421429,0.383859,0.080427,0.102526,0.06184,0.180162,0.133785,0.58894,0.470581,0.266386,0.0,0.999484,0.0
954,"01:12:55,494 --> 01:12:57,375
","- Moana stop!
- No!

",0.208267,0.499859,0.095148,0.146188,0.120032,0.040666,0.121049,0.547185,0.390332,0.038782,0.0,0.0,0.0
955,"01:13:25,754 --> 01:13:27,267
","Are you okay?

",0.24141,0.221678,0.268067,0.243915,0.092195,0.464108,0.291432,0.610584,0.5599,0.412881,0.0,0.0,0.0
956,"01:13:29,238 --> 01:13:30,238
","Maui?

",0.0,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.29101,0.0,0.0,0.0
957,"01:13:37,854 --> 01:13:39,654
","I've told you to turn back.

",0.325252,0.237388,0.314205,0.167955,0.054732,0.025703,0.518204,0.791653,0.686149,0.548908,0.0,0.0,0.0
958,"01:13:42,013 --> 01:13:43,764
","I thought we could make it.

",0.498284,0.331372,0.153122,0.066145,0.024772,0.261462,0.449114,0.843147,0.074419,0.540099,0.842108,0.984352,0.0
959,"01:13:44,179 --> 01:13:45,179
","We?

",0.0,0.0,0.0,0.0,0.0,0.285171,0.274441,0.599488,0.543228,0.299095,0.0,0.0,0.0
960,"01:13:46,624 --> 01:13:48,599
","I thought... I could make it.

",0.345082,0.520299,0.12603,0.045967,0.042427,0.157513,0.135826,0.709525,0.058707,0.174459,0.952933,0.99856,0.0
961,"01:13:50,625 --> 01:13:53,847
","- We can fix it!
- It was made by the gods.

",0.171732,0.584371,0.120377,0.141,0.02694,0.896933,0.544231,0.556595,0.018074,0.930025,0.117548,0.0,0.0
962,"01:13:54,046 --> 01:13:56,101
","You can't fix it!

",0.470291,0.298809,0.142975,0.130664,0.023673,0.016219,0.329608,0.550217,0.349822,0.36478,0.30971,0.0,0.0
963,"01:13:56,498 --> 01:13:58,632
","Next time we'll be more careful.

",0.412689,0.328838,0.119384,0.137054,0.067934,0.283679,0.540818,0.799044,0.354308,0.594101,0.0,0.0,0.0
964,"01:13:58,895 --> 01:14:03,415
","Te Ka was stucked on barrier islands.
It Lava, it can't go on the water.

",0.194888,0.013584,0.541011,0.276094,0.080119,0.037253,0.193608,0.133247,0.535533,0.717013,0.0,0.0,0.0
965,"01:14:03,546 --> 01:14:05,212
","We can find a way around.

",0.312712,0.279187,0.087079,0.329679,0.054869,0.453769,0.380952,0.731174,0.522145,0.402521,0.873624,0.946222,0.0
966,"01:14:05,641 --> 01:14:07,356
","I'm not going back.

",0.71458,0.083075,0.133528,0.102998,0.040593,0.166552,0.267897,0.575872,0.487862,0.073643,0.0,0.0,0.0
967,"01:14:07,959 --> 01:14:10,451
","We... We still have to restore the heart.

",0.468468,0.198684,0.105813,0.248695,0.053479,0.053689,0.550919,0.505309,0.095198,0.599289,0.0,0.0,0.866237
968,"01:14:10,753 --> 01:14:13,893
","My hook is cracked.
One more hit and it's over.

",0.270615,0.256617,0.086369,0.221541,0.245551,0.951338,0.236212,0.360153,0.463907,0.568791,0.117548,0.0,0.0
969,"01:14:13,912 --> 01:14:16,070
","Maui, you have to restore the heart!

",0.224292,0.53762,0.087994,0.173918,0.030257,0.049186,0.510743,0.612718,0.514095,0.777988,0.0,0.0,0.898327
970,"01:14:16,102 --> 01:14:18,246
","Without my hook, i am nothing.

",0.459971,0.063972,0.146407,0.355696,0.027594,0.357408,0.106532,0.682257,0.385088,0.119457,0.0,0.0,0.0
971,"01:14:18,301 --> 01:14:19,367
","That's not true!

",0.370388,0.212578,0.158723,0.256876,0.062457,0.508939,0.283291,0.580722,0.458421,0.446986,0.0,0.85813,0.0
972,"01:14:19,404 --> 01:14:22,174
","WITHOUT MY HOOK, I AM NOTHING!

",0.405751,0.070797,0.137237,0.415924,0.028867,0.357408,0.106532,0.682257,0.385088,0.119457,0.0,0.0,0.0
973,"01:14:31,709 --> 01:14:35,976
","We're only here because
you stole the heart in the first place.

",0.244582,0.540039,0.111948,0.142807,0.04607,0.496265,0.597931,0.614127,0.263719,0.873985,0.988725,0.0,0.0
974,"01:14:37,479 --> 01:14:41,794
","No, we're here because the ocean
told you ""You're special"" and you believed it.

",0.395838,0.432378,0.063766,0.122533,0.040077,0.750693,0.776374,0.973527,0.929284,0.905944,0.0,0.952443,0.0
975,"01:14:43,146 --> 01:14:47,292
","I am Moana of Matunui,
You will board my boat...

",0.086574,0.237214,0.664248,0.066245,0.02517,0.395654,0.162368,0.567326,0.472346,0.026636,0.0,0.0,0.0
976,"01:14:47,312 --> 01:14:48,098
","Goodbye, Moana.

",0.915825,0.031472,0.046102,0.033788,0.033205,0.02306,0.25825,0.583989,0.475129,0.094381,0.0,0.0,0.0
977,"01:14:48,098 --> 01:14:51,207
","- Sail across the sea...
- I'm not killing myself so you could...

",0.340927,0.198531,0.268493,0.237967,0.028676,0.76172,0.024333,0.665895,0.38992,0.003184,0.0,0.972662,0.0
978,"01:14:51,232 --> 01:14:54,263
","- ...Prove your something you not!
- ...And restore The Heart of Te Fiti.

",0.135904,0.4028,0.324803,0.11223,0.1043,0.512266,0.658575,0.469008,0.211641,0.651617,0.694442,0.865388,0.0
979,"01:14:54,288 --> 01:14:56,613
","The ocean choose me!

",0.124166,0.4623,0.310405,0.117425,0.039742,0.675743,0.289605,0.604965,0.663686,0.231792,0.920855,0.0,0.0
980,"01:14:57,613 --> 01:14:59,105
","He choose wrong.

",0.447428,0.204175,0.126734,0.126307,0.174475,0.397243,0.279019,0.594287,0.492615,0.390763,0.955445,0.0,0.0
981,"01:15:09,067 --> 01:15:10,067
","Maui!

",0.0,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.29101,0.0,0.0,0.0
982,"01:15:25,120 --> 01:15:27,192
","Why did you bring me here?

",0.403716,0.408529,0.12124,0.112687,0.030648,0.317659,0.916513,0.950062,0.833367,0.394082,0.0,0.0,0.0
983,"01:15:32,398 --> 01:15:34,747
","I'm not the right person.

",0.395737,0.061673,0.074324,0.252072,0.289261,0.530092,0.052869,0.459396,0.281269,0.007405,0.0,0.0,0.0
984,"01:15:36,874 --> 01:15:40,176
","You have to choose someone else.

",0.367291,0.316957,0.115749,0.134496,0.104307,0.103281,0.320669,0.718931,0.464241,0.226757,0.944551,0.497569,0.0
985,"01:15:42,200 --> 01:15:44,750
","Choose someone else!

",0.113864,0.502174,0.130627,0.214219,0.114055,0.260816,0.271824,0.599701,0.529342,0.154934,0.982476,0.994446,0.0
986,"01:15:45,562 --> 01:15:46,919
","Please...

",0.0,0.9,0.0,0.0,0.0,0.30735,0.274437,0.599488,0.543384,0.291211,0.0,0.0,0.0
987,"01:16:23,169 --> 01:16:26,082
","You're a long way pass the reef.

",0.190084,0.757187,0.033474,0.040965,0.048247,0.198815,0.19602,0.499347,0.960221,0.835552,0.0,0.0,0.0
988,"01:16:26,629 --> 01:16:28,105
","Grandma?

",0.0,0.0,0.0,0.0,0.0,0.280152,0.274434,0.599483,0.543326,0.291577,0.0,0.0,0.0
989,"01:16:29,987 --> 01:16:32,868
","Guess i choose the right tattoo.

",0.091006,0.478534,0.314908,0.154822,0.063291,0.669386,0.190904,0.697099,0.139758,0.345468,0.842108,0.946222,0.0
990,"01:16:33,527 --> 01:16:34,527
","Grandma!

",0.0,0.0,0.0,0.0,0.0,0.280152,0.274434,0.599483,0.543326,0.291577,0.0,0.0,0.0
991,"01:16:39,837 --> 01:16:41,883
","I'm trying, grandma.

",0.606328,0.096032,0.119305,0.134641,0.095724,0.112893,0.263412,0.599363,0.541683,0.081248,0.0,0.946222,0.0
992,"01:16:42,138 --> 01:16:43,138
","I...

",0.0,0.0,0.0,0.0,0.0,0.283644,0.274434,0.599467,0.54271,0.27752,0.0,0.0,0.0
993,"01:16:44,027 --> 01:16:45,773
","I couldn't do it.

",0.23643,0.17321,0.256378,0.379913,0.060325,0.006177,0.254613,0.585773,0.242934,0.226014,0.0,0.0,0.0
994,"01:16:46,400 --> 01:16:48,313
","It's not your fault.

",0.223587,0.504786,0.163543,0.138575,0.046034,0.329378,0.276315,0.525657,0.440396,0.567559,0.0,0.0,0.0
995,"01:16:49,083 --> 01:16:52,607
","I never should've put so
much on your shoulders.

",0.386098,0.184051,0.176886,0.187763,0.154797,0.002292,0.096238,0.643918,0.240026,0.054891,0.0,0.0,0.942754
996,"01:16:53,551 --> 01:16:55,631
","If you are ready to go home...

",0.10469,0.62412,0.14523,0.14629,0.034066,0.006092,0.702791,0.733677,0.742361,0.804946,0.801827,0.0,0.0
997,"01:16:57,051 --> 01:16:59,651
","...I'll be with you.

",0.488271,0.309538,0.181999,0.022255,0.084099,0.851873,0.568788,0.851667,0.81172,0.716315,0.0,0.0,0.0
998,"01:17:15,723 --> 01:17:17,316
","Why do you hasn't named?

",0.558309,0.027024,0.177271,0.250959,0.092039,0.026406,0.265113,0.58232,0.467112,0.369436,0.0,0.0,0.0
999,"01:17:18,620 --> 01:17:20,304
","I don't know.

",0.490837,0.140223,0.326046,0.083279,0.037992,0.095633,0.296108,0.555367,0.361981,0.138654,0.955445,0.0,0.0
1000,"01:17:23,975 --> 01:17:26,842
","I know a girl from an island

",0.47175,0.293601,0.041464,0.07525,0.195656,0.712392,0.080974,0.845852,0.675484,0.397597,0.801827,0.0,0.0
1001,"01:17:27,285 --> 01:17:29,874
","She stands apart from the crowd

",0.286339,0.121627,0.185687,0.042077,0.451575,0.758382,0.22276,0.622694,0.698188,0.317282,0.989022,0.0,0.0
1002,"01:17:30,441 --> 01:17:33,347
","She loves the sea and her people

",0.301088,0.658305,0.024732,0.028103,0.045161,0.894237,0.283899,0.714063,0.71406,0.164682,0.0,0.0,0.0
1003,"01:17:33,648 --> 01:17:36,608
","She makes her whole family proud

",0.238019,0.673913,0.002351,0.032631,0.10446,0.257773,0.237981,0.712386,0.634059,0.195603,0.347997,0.0,0.0
1004,"01:17:37,188 --> 01:17:40,371
","Sometimes the world seems against you

",0.642234,0.231876,0.078721,0.089483,0.031448,0.607676,0.157469,0.27263,0.089439,0.316072,0.0,0.994446,0.0
1005,"01:17:40,601 --> 01:17:43,430
","The journey may leave a scar

",0.073492,0.027012,0.846397,0.0373,0.058258,0.225735,0.33087,0.728638,0.173183,0.353773,0.0,0.946222,0.0
1006,"01:17:43,588 --> 01:17:46,445
","But scars can heal and reveal just

",0.308362,0.024028,0.671897,0.036918,0.010919,0.777656,0.329528,0.600929,0.281344,0.174269,0.0,0.91961,0.0
1007,"01:17:46,501 --> 01:17:49,794
","Where you are

",0.064493,0.384359,0.260783,0.149561,0.219775,0.563593,0.33596,0.629605,0.607415,0.559852,0.0,0.0,0.0
1008,"01:17:50,009 --> 01:17:53,029
","The people you love will change you

",0.311891,0.460062,0.166983,0.078316,0.023817,0.345553,0.601154,0.679172,0.622478,0.385097,0.0,0.0,0.0
1009,"01:17:53,394 --> 01:17:56,194
","The things you have learned will guide you

",0.13201,0.231605,0.595627,0.064095,0.036413,0.468399,0.868716,0.697427,0.585182,0.923917,0.825947,0.0,0.0
1010,"01:17:56,592 --> 01:17:59,910
","And nothing on Earth can silence

",0.222287,0.043413,0.366528,0.285345,0.180877,0.32423,0.346687,0.45151,0.34623,0.176288,0.0,0.0,0.0
1011,"01:17:59,997 --> 01:18:03,187
","The quiet voice still inside you

",0.331521,0.323321,0.259109,0.108823,0.049569,0.296471,0.183744,0.72553,0.50228,0.13555,0.0,0.0,0.0
1012,"01:18:03,354 --> 01:18:06,687
","And when that voice starts to whisper

",0.314675,0.248638,0.188608,0.086523,0.274941,0.228795,0.276092,0.626227,0.67562,0.387101,0.0,0.0,0.0
1013,"01:18:06,767 --> 01:18:10,204
","Moana, you've come so far

",0.224832,0.618754,0.108681,0.072247,0.047044,0.009621,0.241797,0.625664,0.50445,0.02359,0.965509,0.0,0.0
1014,"01:18:10,244 --> 01:18:12,132
","Moana, listen

",0.346291,0.564979,0.05603,0.068138,0.013312,0.32967,0.254422,0.599901,0.535714,0.115883,0.0,0.0,0.0
1015,"01:18:12,212 --> 01:18:18,370
","Do you know who you are?

",0.186561,0.485779,0.288732,0.05888,0.052867,0.29585,0.428333,0.631154,0.59087,0.614028,0.842108,0.0,0.0
1016,"01:18:19,259 --> 01:18:21,116
","Who am I?

",0.484468,0.068354,0.100166,0.209801,0.214636,0.259831,0.244651,0.587031,0.421685,0.02688,0.0,0.0,0.0
1017,"01:18:22,632 --> 01:18:26,172
","I am the girl who loves my island

",0.247829,0.612998,0.024867,0.054143,0.076602,0.444143,0.123239,0.735346,0.791298,0.161125,0.0,0.0,0.0
1018,"01:18:26,219 --> 01:18:29,681
","I'm the girl who loves the sea

",0.314433,0.595685,0.013904,0.038017,0.063511,0.795712,0.207948,0.604695,0.776235,0.291943,0.0,0.0,0.0
1019,"01:18:30,565 --> 01:18:33,941
","It calls me

",0.215157,0.286717,0.301394,0.211117,0.071957,0.305509,0.29583,0.604786,0.61572,0.237633,0.0,0.0,0.0
1020,"01:18:35,572 --> 01:18:38,870
","I am the daughter of the village chief

",0.335076,0.300448,0.219564,0.099091,0.093903,0.587689,0.210489,0.485487,0.490596,0.413373,0.762356,0.0,0.0
1021,"01:18:38,974 --> 01:18:42,117
","We are descended from voyagers

",0.246413,0.335015,0.313249,0.072685,0.086343,0.461053,0.560537,0.461566,0.421104,0.091116,0.0,0.0,0.0
1022,"01:18:42,196 --> 01:18:44,965
","Who found their way across the world

",0.354059,0.339419,0.043639,0.110682,0.220231,0.637147,0.305649,0.511831,0.596804,0.549475,0.838593,0.0,0.0
1023,"01:18:45,077 --> 01:18:47,930
","They call me

",0.302268,0.10817,0.324458,0.268772,0.127389,0.615073,0.317435,0.59354,0.596084,0.330654,0.0,0.0,0.0
1024,"01:18:48,720 --> 01:18:51,728
","I've delivered us to where we are

",0.140464,0.285835,0.440533,0.168645,0.045941,0.130723,0.663704,0.832117,0.433407,0.580287,0.0,0.0,0.0
1025,"01:18:51,950 --> 01:18:54,672
","I have journeyed farther

",0.083013,0.495527,0.063788,0.230035,0.180768,0.067079,0.168598,0.442876,0.244556,0.049649,0.0,0.0,0.0
1026,"01:18:55,188 --> 01:18:57,624
","I am everything I've learned and more

",0.1482,0.584593,0.174931,0.119746,0.046305,0.200301,0.131884,0.560576,0.075067,0.000313,0.801827,0.0,0.0
1027,"01:18:57,649 --> 01:19:01,087
","Still it calls me

",0.40867,0.139092,0.197689,0.268535,0.091523,0.161102,0.321173,0.584053,0.623146,0.168349,0.0,0.0,0.0
1028,"01:19:01,635 --> 01:19:04,174
","And the call isn't out there at all

",0.280077,0.162991,0.27485,0.270331,0.137754,0.838203,0.525253,0.396018,0.807762,0.654157,0.0,0.0,0.898327
1029,"01:19:04,214 --> 01:19:07,249
","It's inside me

",0.271932,0.426807,0.203238,0.129966,0.045895,0.47739,0.294554,0.617302,0.463724,0.023048,0.0,0.0,0.0
1030,"01:19:07,341 --> 01:19:14,254
","It's like the tide
always falling and rising

",0.474775,0.207771,0.202418,0.08481,0.077529,0.816651,0.183351,0.470158,0.457712,0.63943,0.0,0.0,0.952663
1031,"01:19:14,333 --> 01:19:16,745
","I will carry you here in my heart

",0.526305,0.405222,0.063061,0.031771,0.01919,0.48387,0.637048,0.874983,0.311128,0.122461,0.0,0.0,0.0
1032,"01:19:16,801 --> 01:19:20,110
","You'll remind me

",0.476862,0.149201,0.400483,0.03322,0.02319,0.19133,0.278555,0.600241,0.547119,0.201581,0.842108,0.0,0.0
1033,"01:19:20,142 --> 01:19:26,142
","That come what may, I know the way

",0.182869,0.52542,0.282016,0.04261,0.040409,0.35623,0.952911,0.976544,0.319487,0.863296,0.803567,0.88939,0.0
1034,"01:19:26,429 --> 01:19:30,810
","I am Moana!

",0.327355,0.12854,0.400048,0.180794,0.056222,0.101962,0.176564,0.491121,0.244625,0.00077,0.0,0.0,0.0
1035,"01:19:30,823 --> 01:19:31,018
","T

",0.0,0.0,0.0,0.0,0.0,0.288572,0.274434,0.599483,0.543325,0.291256,0.0,0.0,0.0
1036,"01:19:31,019 --> 01:19:31,214
","Th

",0.0,0.0,0.0,0.0,0.0,0.277635,0.274434,0.599483,0.543318,0.291901,0.0,0.0,0.0
1037,"01:19:31,215 --> 01:19:31,409
","Thi

",0.0,0.0,0.0,0.0,0.0,0.287429,0.274434,0.599483,0.543325,0.291051,0.0,0.0,0.0
1038,"01:19:31,410 --> 01:19:31,605
","This

",0.0,0.0,0.0,0.0,0.0,0.323266,0.277119,0.600724,0.547098,0.283334,0.0,0.0,0.0
1039,"01:19:31,606 --> 01:19:31,801
","This

",0.0,0.0,0.0,0.0,0.0,0.323266,0.277119,0.600724,0.547098,0.283334,0.0,0.0,0.0
1040,"01:19:31,802 --> 01:19:31,997
","This s

",0.333809,0.123011,0.17343,0.22646,0.231541,0.166942,0.285928,0.595425,0.528918,0.344027,0.0,0.0,0.0
1041,"01:19:31,998 --> 01:19:32,193
","This su

",0.306568,0.3491,0.14059,0.126968,0.126573,0.277257,0.275078,0.601513,0.543587,0.262161,0.0,0.0,0.0
1042,"01:19:32,194 --> 01:19:32,389
","This sub

",0.360221,0.286473,0.159363,0.158,0.122338,0.26895,0.275193,0.59691,0.535355,0.284881,0.0,0.0,0.0
1043,"01:19:32,390 --> 01:19:32,584
","This subt

",0.35117,0.119339,0.165971,0.202727,0.286254,0.226357,0.388568,0.518911,0.477359,0.00552,0.0,0.0,0.0
